Organisation,Org_URL,Country,Industry,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Views,Leak_Size,Leak_Links,Org_Revenue,Percentage_Leaked
International Portfolio Energy Co.,https://ipec.co,United States of America,Oil & Gas,2022-01-17,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/866968bb-3e52-463f-9dce-533df8453dbc,BlackCat,NA,NA,NA,NA,NA
International Portfolio Energy Co.,https://ipec.co,United States of America,Oil & Gas,2022-01-17,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/866968bb-3e52-463f-9dce-533df8453dbc,BlackCat,NA,NA,NA,NA,NA
Brookson Group,https://www.brooksongroup.co.uk,United Kingdom,Professional Services,2022-01-18,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/980a449b-0b76-4849-b997-daf5116e5aec,BlackCat,NA,NA,NA,NA,NA
Brookson Group,https://www.brooksongroup.co.uk,United Kingdom,Professional Services,2022-01-18,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/980a449b-0b76-4849-b997-daf5116e5aec,BlackCat,NA,NA,NA,NA,NA
Moncler,https://moncler.com,United States of America,Retail,2022-01-18,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/0cb9d544-7aac-424e-97e5-630035a4a74b,BlackCat,NA,NA,NA,NA,NA
Moncler,https://moncler.com,United States of America,Retail,2022-01-18,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/0cb9d544-7aac-424e-97e5-630035a4a74b,BlackCat,NA,NA,NA,NA,NA
MakeTheRightCall,https://maketherightcall.com,Hong Kong,Professional Services,2022-01-29,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c88b51ed-f65e-458b-948c-34c53f6dc64d,BlackCat,NA,NA,NA,NA,NA
MakeTheRightCall,https://maketherightcall.com,Hong Kong,Professional Services,2022-01-29,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c88b51ed-f65e-458b-948c-34c53f6dc64d,BlackCat,NA,NA,NA,NA,NA
SVA Jean Rozé,https://www.sva-jeanroze.com,France,Others,2022-02-01,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/541e6462-2d43-4753-95d0-d06bf0271cf5,BlackCat,NA,NA,NA,NA,NA
SVA Jean Rozé,https://www.sva-jeanroze.com,France,Others,2022-02-01,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/541e6462-2d43-4753-95d0-d06bf0271cf5,BlackCat,NA,NA,NA,NA,NA
SVA Jean Rozé,https://www.sva-jeanroze.com,France,Others,2022-02-01,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/541e6462-2d43-4753-95d0-d06bf0271cf5,BlackCat,NA,NA,NA,NA,NA
CGT S.p.A.,https://www.cgt.it,Italy,Manufacturing,2022-02-03,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/8ff93541-8ac8-4515-8cca-d54e47c83cfa,BlackCat,NA,NA,NA,NA,NA
CGT S.p.A.,https://www.cgt.it,Italy,Manufacturing,2022-02-03,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/8ff93541-8ac8-4515-8cca-d54e47c83cfa,BlackCat,NA,NA,NA,NA,NA
Mainland Headwear Holdings Limited,http://www.mainland.com.hk,Hong Kong,Finance & Insurance,2022-02-04,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/7cf86612-3971-4599-b8d5-acc274b36a4a,BlackCat,NA,NA,NA,NA,NA
Royal Laser,https://royallaser.com,Canada,Manufacturing,2022-02-04,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c8963643-c2ff-4d24-b21c-651cf9ea4e0f,BlackCat,NA,NA,NA,NA,NA
Royal Laser,https://royallaser.com,Canada,Manufacturing,2022-02-04,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c8963643-c2ff-4d24-b21c-651cf9ea4e0f,BlackCat,NA,NA,NA,NA,NA
ChemTech Consulting Group,https://chemtech.net,United States of America,Consulting,2022-02-06,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f42852f7-ea9e-48e7-8f36-d706f96abd63,BlackCat,NA,NA,NA,NA,NA
Bishop Eye Center,https://www.bishopeye.com,United States of America,Professional Services,2022-02-07,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e6bd27c0-d5f4-44c5-af7d-9b8b9d06d421,BlackCat,NA,NA,NA,NA,NA
Bishop Eye Center,https://www.bishopeye.com,United States of America,Professional Services,2022-02-07,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e6bd27c0-d5f4-44c5-af7d-9b8b9d06d421,BlackCat,NA,NA,NA,NA,NA
Scherr Legate,https://www.scherrlegate.com,United States of America,Law Firm,2022-02-08,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/52f40157-5e7a-471d-9339-c5f9e051f293,BlackCat,NA,NA,NA,NA,NA
Scherr Legate,https://www.scherrlegate.com,United States of America,Law Firm,2022-02-08,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/52f40157-5e7a-471d-9339-c5f9e051f293,BlackCat,NA,NA,NA,NA,NA
Scherr Legate,https://www.scherrlegate.com,United States of America,Law Firm,2022-02-08,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/52f40157-5e7a-471d-9339-c5f9e051f293,BlackCat,NA,NA,NA,NA,NA
Scherr Legate,https://www.scherrlegate.com,United States of America,Law Firm,2022-02-08,Communication Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/52f40157-5e7a-471d-9339-c5f9e051f293,BlackCat,NA,NA,NA,NA,NA
NorthEast Coverages,https://northeastcoverages.com,United States of America,Finance & Insurance,2022-02-09,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/a1ca2fb8-efde-4932-bbf3-f5d7ee8acc00,BlackCat,NA,NA,NA,NA,NA
HyLife,https://hylife.com,Canada,F&B,2022-02-16,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/42469420-dacd-4b70-b655-e143ff325aad,BlackCat,NA,NA,NA,NA,NA
HyLife,https://hylife.com,Canada,F&B,2022-02-16,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/42469420-dacd-4b70-b655-e143ff325aad,BlackCat,NA,NA,NA,NA,NA
HyLife,https://hylife.com,Canada,F&B,2022-02-16,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/42469420-dacd-4b70-b655-e143ff325aad,BlackCat,NA,NA,NA,NA,NA
Southwark Metal Manufacturing Co.,https://www.southwarkmetal.com,United Kingdom,Manufacturing,2022-02-16,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/3d2d4a55-3e6c-49a6-b505-5be22e95d27c,BlackCat,NA,NA,NA,NA,NA
Southwark Metal Manufacturing Co.,https://www.southwarkmetal.com,United Kingdom,Manufacturing,2022-02-16,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/3d2d4a55-3e6c-49a6-b505-5be22e95d27c,BlackCat,NA,NA,NA,NA,NA
Southwark Metal Manufacturing Co.,https://www.southwarkmetal.com,United Kingdom,Manufacturing,2022-02-16,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/3d2d4a55-3e6c-49a6-b505-5be22e95d27c,BlackCat,NA,NA,NA,NA,NA
ThreeSixty Sourcing Ltd,https://www.thethreesixtygroup.com,United States of America,Professional Services,2022-02-17,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f59da6dd-b8e8-44c5-8153-05c9aa82bd7f,BlackCat,NA,NA,NA,NA,NA
ThreeSixty Sourcing Ltd,https://www.thethreesixtygroup.com,United States of America,Professional Services,2022-02-17,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f59da6dd-b8e8-44c5-8153-05c9aa82bd7f,BlackCat,NA,NA,NA,NA,NA
ThreeSixty Sourcing Ltd,https://www.thethreesixtygroup.com,United States of America,Professional Services,2022-02-17,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f59da6dd-b8e8-44c5-8153-05c9aa82bd7f,BlackCat,NA,NA,NA,NA,NA
IKPT,https://www.ikpt.com,Indonesia,Engineering,2022-02-18,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9646af0f-a6be-4c66-aa13-fcfc299da51b,BlackCat,NA,NA,NA,NA,NA
IKPT,https://www.ikpt.com,Indonesia,Engineering,2022-02-18,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9646af0f-a6be-4c66-aa13-fcfc299da51b,BlackCat,NA,NA,NA,NA,NA
Phyllis Browning Company,https://www.phyllisbrowning.com,United States of America,Real Estate,2022-02-18,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4b4dc9d0-daf8-4527-a983-54440ad8b911,BlackCat,NA,NA,NA,NA,NA
Phyllis Browning Company,https://www.phyllisbrowning.com,United States of America,Real Estate,2022-02-18,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4b4dc9d0-daf8-4527-a983-54440ad8b911,BlackCat,NA,NA,NA,NA,NA
Phyllis Browning Company,https://www.phyllisbrowning.com,United States of America,Real Estate,2022-02-18,Marketing Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4b4dc9d0-daf8-4527-a983-54440ad8b911,BlackCat,NA,NA,NA,NA,NA
Quantel Medical,https://www.quantel-medical.com,United States of America,Pharmaceutical,2022-02-19,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f40fa4ec-80a9-4741-9746-320f278aa71c,BlackCat,NA,NA,NA,NA,NA
Quantel Medical,https://www.quantel-medical.com,United States of America,Pharmaceutical,2022-02-19,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/f40fa4ec-80a9-4741-9746-320f278aa71c,BlackCat,NA,NA,NA,NA,NA
Jinko Solar,https://jinkosolar.com,China,Manufacturing,2022-02-21,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/afd59ea2-66cb-4ccf-a211-38946652f334,BlackCat,NA,NA,NA,NA,NA
Jinko Solar,https://jinkosolar.com,China,Manufacturing,2022-02-21,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/afd59ea2-66cb-4ccf-a211-38946652f334,BlackCat,NA,NA,NA,NA,NA
Jinko Solar,https://jinkosolar.com,China,Manufacturing,2022-02-21,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/afd59ea2-66cb-4ccf-a211-38946652f334,BlackCat,NA,NA,NA,NA,NA
Jinko Solar,https://jinkosolar.com,China,Manufacturing,2022-02-21,Server Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/afd59ea2-66cb-4ccf-a211-38946652f334,BlackCat,NA,NA,NA,NA,NA
GEMS Education,https://gemseducation.com,United Arab Emirates,Education,2022-02-25,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/37227f9e-1402-4d49-83ea-8fb16319f78d,BlackCat,NA,NA,NA,NA,NA
GEMS Education,https://gemseducation.com,United Arab Emirates,Education,2022-02-25,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/37227f9e-1402-4d49-83ea-8fb16319f78d,BlackCat,NA,NA,NA,NA,NA
GEMS Education,https://gemseducation.com,United Arab Emirates,Education,2022-02-25,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/37227f9e-1402-4d49-83ea-8fb16319f78d,BlackCat,NA,NA,NA,NA,NA
Noble Oil,https://www.nobleoil.com,United States of America,Oil & Gas,2022-03-10,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/36e6e9d6-e8a3-41d0-9831-a1dbefb500a3,BlackCat,NA,NA,NA,NA,NA
Bullfrog International,https://www.bullfrogspas.com,United States of America,Hospitality,2022-03-16,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/dacee923-0f18-4bd9-9ecc-24cb89fa73bf,BlackCat,NA,NA,NA,NA,NA
Bullfrog International,https://www.bullfrogspas.com,United States of America,Hospitality,2022-03-16,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/dacee923-0f18-4bd9-9ecc-24cb89fa73bf,BlackCat,NA,NA,NA,NA,NA
Unapen,https://unapen.com,United States of America,Information Technology,2022-03-17,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/080f9fba-c0f3-4a66-830f-88b8357f98a2,BlackCat,NA,NA,NA,NA,NA
Unapen,https://unapen.com,United States of America,Information Technology,2022-03-17,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/080f9fba-c0f3-4a66-830f-88b8357f98a2,BlackCat,NA,NA,NA,NA,NA
Bradsby Group,https://bradsbygroup.com,United States of America,Professional Services,2022-03-21,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6008acdf-1054-42a3-88c0-50c73c3965e5,BlackCat,NA,NA,NA,NA,NA
Bradsby Group,https://bradsbygroup.com,United States of America,Professional Services,2022-03-21,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6008acdf-1054-42a3-88c0-50c73c3965e5,BlackCat,NA,NA,NA,NA,NA
Bradsby Group,https://bradsbygroup.com,United States of America,Professional Services,2022-03-21,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6008acdf-1054-42a3-88c0-50c73c3965e5,BlackCat,NA,NA,NA,NA,NA
"Kelly, Remmel & Zimmerman",https://www.krz.com,United States of America,Law Firm,2022-03-22,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ab651533-0ce6-4bdb-9e48-47ce9ed250ad,BlackCat,NA,NA,NA,NA,NA
Maintainco Inc,https://www.maintainco.com,United States of America,Professional Services,2022-03-22,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/22988430-0867-466c-815e-331e08266b66,BlackCat,NA,NA,NA,NA,NA
Maintainco Inc,https://www.maintainco.com,United States of America,Professional Services,2022-03-22,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/22988430-0867-466c-815e-331e08266b66,BlackCat,NA,NA,NA,NA,NA
Maintainco Inc,https://www.maintainco.com,United States of America,Professional Services,2022-03-22,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/22988430-0867-466c-815e-331e08266b66,BlackCat,NA,NA,NA,NA,NA
Maintainco Inc,https://www.maintainco.com,United States of America,Professional Services,2022-03-22,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/22988430-0867-466c-815e-331e08266b66,BlackCat,NA,NA,NA,NA,NA
Inibsa,https://inibsa.com,Spain,Pharmaceutical,2022-03-23,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/52c61db9-f2e2-4cef-b69a-f75c5e8693a7,BlackCat,NA,NA,NA,NA,NA
LW Group,https://www.lwgroup.eu,Lithuania,Professional Services,2022-03-23,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b4df4abc-a475-4772-8278-6a59fb7663be,BlackCat,NA,NA,NA,NA,NA
Relationships Australia Victoria,https://www.relationshipsvictoria.org.au,Australia,Professional Services,2022-03-25,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/50b8b4bf-d37b-4671-b22f-5301413b75de,BlackCat,NA,NA,NA,NA,NA
Relationships Australia Victoria,https://www.relationshipsvictoria.org.au,Australia,Professional Services,2022-03-25,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/50b8b4bf-d37b-4671-b22f-5301413b75de,BlackCat,NA,NA,NA,NA,NA
TGS,https://www.tgs.com.ar,Argentina,Oil & Gas,2022-03-25,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c7b9fa75-5aef-46fa-9999-ebfd6e473fe0,BlackCat,NA,NA,NA,NA,NA
TGS,https://www.tgs.com.ar,Argentina,Oil & Gas,2022-03-25,Server Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c7b9fa75-5aef-46fa-9999-ebfd6e473fe0,BlackCat,NA,NA,NA,NA,NA
TGS,https://www.tgs.com.ar,Argentina,Oil & Gas,2022-03-25,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c7b9fa75-5aef-46fa-9999-ebfd6e473fe0,BlackCat,NA,NA,NA,NA,NA
TGS,https://www.tgs.com.ar,Argentina,Oil & Gas,2022-03-25,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c7b9fa75-5aef-46fa-9999-ebfd6e473fe0,BlackCat,NA,NA,NA,NA,NA
TGS,https://www.tgs.com.ar,Argentina,Oil & Gas,2022-03-25,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c7b9fa75-5aef-46fa-9999-ebfd6e473fe0,BlackCat,NA,NA,NA,NA,NA
CAST GROUP,https://www.castgroup.com.br,Brazil,Information Technology,2022-03-27,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e21b617a-07dd-42f3-b412-304d860051b7,BlackCat,NA,NA,NA,NA,NA
CAST GROUP,https://www.castgroup.com.br,Brazil,Information Technology,2022-03-27,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e21b617a-07dd-42f3-b412-304d860051b7,BlackCat,NA,NA,NA,NA,NA
CAST GROUP,https://www.castgroup.com.br,Brazil,Information Technology,2022-03-27,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/e21b617a-07dd-42f3-b412-304d860051b7,BlackCat,NA,NA,NA,NA,NA
DC Solutions,Org_URL,NA,NA,2022-03-27,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4d382ca9-c8cb-4af2-a533-d543460ad0c1,BlackCat,NA,NA,NA,NA,NA
DC Solutions,Org_URL,NA,NA,2022-03-27,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4d382ca9-c8cb-4af2-a533-d543460ad0c1,BlackCat,NA,NA,NA,NA,NA
DC Solutions,Org_URL,NA,NA,2022-03-27,Communication Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4d382ca9-c8cb-4af2-a533-d543460ad0c1,BlackCat,NA,NA,NA,NA,NA
